ID,elv_mean,elv_std,elv_min,elv_max,gradient_mean,gradient_std,upArea_max,forest,irrigated,other,rice,sealed,water,land_use_main,cropcoef_mean,cropcoef_std,chanbnkf_mean,chanbw_mean,changrad_mean,chanlength_sum,chanman_mean,ksat1,ksat2,ksat3,lambda1,lambda2,lambda3,genua1,genua2,genua3,soildepth1,soildepth2,soildepth3,thetas1,thetas2,thetas3,thetar1,thetar2,thetar3,lai01,lai02,lai03,lai04,lai05,lai06,lai07,lai08,lai09,lai10,lai11,lai12,laiyrmean,laiyrmax,laiyrmin,no_reservoirs,storage_reservoirs,no_lakes,area_lakes
27,414.431997661397,131.32904196330588,270.76776123046875,844.4989624023438,0.009712352703325022,0.012807324898569656,13759555584.0,0.05721599842138345,0.0,0.8620129727570316,0.0,0.0,0.08076965668587867,3,0.8737251138305177,0.13637430805503814,2.1142690292580877,75.45358358412352,0.004689345124447061,19753875800064.0,0.03458863462406882,39.05173816755751,45.53221897432791,46.713761216907066,0.32311405110127334,0.23781212319758113,0.2886862266673672,0.005797732675516902,0.007118045839491044,0.004902074581743268,45.96146931305472,1041.267444226358,16295.123103661941,0.6466816232869607,0.4500394505295123,0.47087448003963955,0.040999884684784986,0.040999884684784986,0.040999884684784986,0.4225400648742041,0.4198757587398812,0.4362304256236585,0.48283459161743597,0.6078536991885589,1.1935452206066763,1.5608233990088027,1.1448612131711335,0.5448445577693133,0.4281739889657591,0.4372045954620207,0.4302575514535075,0.6757538578688439,1.5970586471080552,0.40769532402942843,0.0,0.0,0.0,0.0
30,298.356043677221,76.94698325158124,56.00284957885742,498.7909851074219,0.007554855081506957,0.006345448152114847,17822085120.0,6.641632080986407e-08,0.0,0.9110329776302596,0.0,0.0,0.08896547103824987,3,0.3720530160067532,0.09219525835681457,2.29407605805151,228.1064875202781,0.005702495859074784,23826261868544.0,0.03282322078600387,115.54111752404737,129.94487234380446,38.67983574732005,0.35679182119652014,0.3087831964829132,0.33253979854754,0.016737811016108335,0.015881436531811143,0.010100002023913028,45.55163761999549,88.39884893501667,9981.057568647568,0.5330449695375952,0.45881933101529937,0.4233010794279425,0.04099999273172468,0.04099999273172468,0.04099999273172468,0.11069482758501814,0.11101940060688088,0.12077391446440798,0.13059174562943954,0.1387298869872246,0.15680571423186912,0.20297730390537935,0.2172422278866889,0.17396730448224484,0.1318925801768334,0.11196754424914522,0.11170949892912162,0.1431976785875575,0.2270415292589163,0.10601023022678628,0.0,0.0,0.0,0.0
33,627.3364734955793,234.82494953172653,283.3798522949219,1388.4595947265625,0.019094356579971283,0.018685315734422073,35502927872.0,0.19554487029727016,0.0,0.7992527433732458,0.0,0.0,0.005202325489417326,3,0.9436430404588065,0.026393751100833453,2.308455300796962,14.823684795499059,0.014313445030499392,47892467286016.0,0.03731589450199932,43.80427806437805,48.92465906488511,31.53028027603616,0.3950685908207536,0.28538078995535726,0.3127033338121221,0.01015589262094176,0.009797291353362856,0.006034340891706628,49.739845091636134,765.0174748679149,3812.808761719509,0.7163844985495007,0.5089755015889442,0.4864785430514767,0.04099998932820164,0.04099998932820164,0.04099998932820164,0.5842430031940404,0.5819467782994461,0.6118899985636336,0.6763385463626185,0.8375035837052599,1.4576853965380687,1.7789834794792854,1.3460725763048005,0.7524487739257393,0.6011195581760108,0.601783517090164,0.5958343067743999,0.8688206393733982,1.8163466569293718,0.5679169399512327,0.0,0.0,0.0,0.0
38,413.23495412166784,185.60067657294633,144.51373291015625,1217.7845458984375,0.010396899304236346,0.012283926022065178,14370881536.0,0.30012232369270336,0.0,0.6658558782209816,0.0,0.00031572503809210525,0.03370522932895618,3,0.91692449150197,0.06432909763017518,2.263484567526982,80.89250948612106,0.006302691439927268,18948984668160.0,0.03485304703863865,110.98948131676072,142.40878729743233,159.08039147001912,0.4007307285495675,0.3420146078730085,0.39205085536090867,0.011494635895516029,0.02670100083539522,0.017581926572864504,48.298915867350296,1202.9673648624962,17250.89966678248,0.6640177807217233,0.432799102698318,0.42782178890865347,0.04099989375859159,0.04099989375859159,0.04099989375859159,0.591268067808668,0.595487155691618,0.6214962068040675,0.6421367534278708,0.7236465728132012,1.2454417376676599,1.7924470410449538,1.5743689858883478,0.885315142942079,0.5957911657311817,0.5716268744732464,0.5916816682480557,0.8692256618818367,1.8633903649944605,0.5477740394166314,0.0,0.0,0.0,0.0
41,373.6912000367121,294.3035370487579,9.731380462646484,1439.8895263671875,0.03159938740841512,0.03680123341525271,24634892288.0,0.2174109872927587,0.0,0.768148463196287,0.0,6.698350445709126e-06,0.01443496392637229,3,0.9373796007758757,0.04668132673493854,2.452936543374726,54.501463407944996,0.017202462167797826,35285630976000.0,0.032613099954405096,42.03680055387384,78.58072621453367,64.3389112002828,0.3167980839543187,0.30518592899068664,0.35688545559083035,0.0031530059911967444,0.010747063520494097,0.00811160285847253,49.277990730860076,720.3790657236357,3701.0780973422634,0.7121175365782528,0.5276538707488038,0.5140559287545853,0.04100014968327501,0.04100014968327501,0.04100014968327501,0.5335381568065528,0.5459528485629241,0.5889859795695839,0.6425676871011841,0.8091314196708348,1.6984312228421083,2.1415244765616195,1.5287551505844506,0.6877764007045797,0.4917104313239334,0.5223848615132501,0.5329616205598395,0.8936434031450696,2.197750851876989,0.476285613479459,0.0,0.0,0.0,0.0
42,795.3315715732977,593.8473863659335,38.25774002075195,2035.1097412109375,0.02848197734572026,0.03791005162450526,19002562560.0,0.132366722889229,0.0,0.8539100187528291,0.0,0.0,0.013722865990020046,3,0.849003190136443,0.14612941036152138,2.310340846514433,15.880372873113528,0.01706003308012279,29580471566336.0,0.03845918543658882,46.84608798741189,52.35836095962753,34.12068199943957,0.37313382406828616,0.2656223190998642,0.29322325027482593,0.010946525304194599,0.009774769024960663,0.005888062062838144,49.31383269027655,780.0386161705429,4963.170161015671,0.6528895523031492,0.4691974004698985,0.4538856077425474,0.04099998248658203,0.04099998248658203,0.04099998248658203,0.4724138339835751,0.47527757420300476,0.5038944452826936,0.5480117690168775,0.6484760093117496,1.1288460543616494,1.4157105597827258,1.0808225378828702,0.6181779578815769,0.48808284655012607,0.4862147845580152,0.47980568189166467,0.6954778199297308,1.4485616364537754,0.4620225033949087,0.0,0.0,0.0,0.0
43,260.8053865654327,87.80429328728661,94.28687286376953,584.1061401367188,0.005741965654389854,0.007533131475021184,12964697088.0,0.470706940902462,0.0,0.5027752125610703,0.0,0.00028424099925364305,0.026233485287538764,3,0.9378833871265332,0.0606639848018132,2.1514182186159685,73.73434251366619,0.003010291528566696,17099177066496.0,0.03299177343506194,109.181748561232,132.0881382834872,148.31820973534758,0.40625462054942363,0.34101183081806946,0.3863959335373852,0.011492055528025331,0.027121008417930196,0.017394632171487623,48.674099142931524,1191.5532426305,20211.970974419375,0.6800257676588711,0.42868134574410277,0.4189391344897397,0.04100002817745311,0.04100002817745311,0.04100002817745311,0.7615246770512396,0.7723005881446022,0.8058466457812568,0.8367701269553217,0.9581450097434355,1.6489202289391407,2.244603514208229,1.902777479394719,1.0886400672562435,0.76042395949966,0.7335619017770713,0.7600005276114555,1.1061263588364494,2.306139280578085,0.7033104933388263,0.0,0.0,0.0,0.0
49,410.9779764869597,279.2630492812315,35.21017837524414,1577.0096435546875,0.012404258985399782,0.01925697405018298,17248514048.0,0.46660134277116194,0.0,0.5005108562140123,0.0,0.0006457956938026997,0.03224094528881335,3,0.9186870668779353,0.0665093763845663,2.369992644407013,105.84620259260697,0.008483381003675383,25151867453440.0,0.034262954836744235,101.12291574523562,125.48709418692529,140.3174544221863,0.393602572269383,0.3409603978088691,0.3868912989402331,0.009622456182428803,0.026288672646543897,0.017104251178590702,48.355609593054496,1182.832109910373,13415.12360939358,0.6550447719016615,0.43529713665240466,0.427881291382767,0.04099999955474473,0.04099999955474473,0.04099999955474473,0.6819788569050484,0.6900177924006206,0.718671156422926,0.749722071659977,0.8662042344369926,1.5423222258964027,2.1706916357906874,1.826433321242179,1.0121295847193141,0.6718056644781876,0.6519760132080523,0.6817003052076462,1.0219710322857565,2.234930454095072,0.6238369487071865,0.0,0.0,0.0,0.0
53,1037.2370691091776,313.137086734677,343.9575500488281,1783.31982421875,0.027867753692901377,0.024285319268139063,25439279104.0,0.10640206555808647,0.0,0.8904574909990989,0.0,0.0,0.003139811978939155,3,0.9114814643666395,0.07618599123011557,2.4059991260886,13.352980883901072,0.020559329437241827,35609418661888.0,0.043306368367913954,61.32771169808817,62.19110006863887,54.1206198847904,0.40158337126477295,0.3050140385237443,0.3328765593685933,0.01341244618015778,0.014979631340219332,0.009320566556030842,49.843021320877114,905.7655236462742,3669.4968206020285,0.6748005117564384,0.47771100574212494,0.4497570106880519,0.04099998840722893,0.04099998840722893,0.04099998840722893,0.40961104320931696,0.41552315519162125,0.4504701271195651,0.4987757550717971,0.6248438397383125,1.0685141625824959,1.3311293114038893,1.038687975253298,0.5746271354246585,0.4275349566325705,0.41208670362291805,0.41223298185232193,0.638669789093682,1.3584240078560346,0.3977334039418964,0.0,0.0,0.0,0.0
55,89.22168742593881,37.30227232996203,19.10953140258789,227.2295684814453,0.0021677371131343676,0.002225267628221947,11756749824.0,0.48019382095013463,0.0,0.49907191878211493,0.0,7.031313298667037e-06,0.02072611925218716,3,0.9469659787748945,0.06733208647068703,2.3199105988774593,40.155632136393045,0.001551241121113508,18229208547328.0,0.03016815642358245,39.670037012633244,58.3944720136327,65.6669343793318,0.40578240194961945,0.28073932070778224,0.31495754151455224,0.006737384447116442,0.016856891343816835,0.010792079714559826,48.96329735136917,1165.9413481935492,44405.94475758881,0.758344826745253,0.4120877886181907,0.3972797304118075,0.04099988546508362,0.04099988546508362,0.04099988546508362,1.1386928996626229,1.159712452035782,1.200855571470441,1.2690958230466027,1.4892831464265759,2.3921553598639167,2.943044965188789,2.4479210606194552,1.5480192645116393,1.1169250815353602,1.0896467838987425,1.1263971626696303,1.5768125586011585,2.990877881826967,1.060853228512836,0.0,0.0,0.0,0.0
59,75.9619946033463,25.065094134884525,9.979357719421387,143.34559631347656,0.0011623704314456308,0.0008953502883510077,48009072640.0,0.2563935637733644,0.0,0.664829190287798,0.0,0.00018469666251326575,0.07859270485105879,3,0.9222401189253412,0.09124618869234932,2.150983643330367,64.1515836006073,0.000959694579203293,81896755167232.0,0.030925504795263625,85.66145916117672,79.51548161512612,81.64597067801658,0.3866243288629684,0.27047956026153813,0.31024018752036414,0.014863713356585682,0.01371971378300101,0.008850116366252034,46.06112789158096,773.9804485414897,28544.08639287185,0.6962395679469109,0.40279769578738683,0.4023205167286965,0.04099995546442542,0.04099995546442542,0.04099995546442542,0.6459736641183275,0.6531871474426982,0.6855378058823987,0.7146940179935666,0.7977265015761925,1.3087005534611607,1.700934231791626,1.4376440100889287,0.9373340953864984,0.6881967161924438,0.644205038713956,0.647084835235864,0.9051016012586675,1.7316975638614118,0.6302518384361973,0.0,0.0,0.0,0.0
61,497.72788998944617,235.58443377442282,44.19221878051758,1322.3876953125,0.01582763683775582,0.018205100030497894,10839814144.0,0.45504436720012603,0.0,0.47549091476577754,0.0,0.0004135136754152848,0.06905230031925944,3,0.8818173264657349,0.10687311932810674,2.360070785763754,249.61755968341433,0.010196969025871047,16747784568832.0,0.03521956409134441,90.10866761611933,106.5107478470109,122.33620977941285,0.36164829825913103,0.33088578152436654,0.3905705340803503,0.008036895160833226,0.024214309477705306,0.016376845193178603,46.526761831095925,1143.4555487245682,10028.78360603332,0.6185353174853586,0.43143262053848247,0.44010069009766717,0.041000081548323276,0.041000081548323276,0.041000081548323276,0.6473078709223005,0.6523921124893584,0.6776205139211703,0.7135898662994812,0.8344228485318185,1.3816127117327939,1.9039359334833967,1.6944019449546692,1.0405585887742652,0.6863223080693023,0.631953263954517,0.6509257069032817,0.9595868898447233,1.9695539701115121,0.6183331116516282,0.0,0.0,0.0,0.0
62,391.9994111355137,258.61709695969165,12.609968185424805,1340.3389892578125,0.016801583658948908,0.016105902451608766,106395746304.0,0.04973208610018026,0.0,0.9367857669728947,0.0,3.939634347039759e-06,0.013483051628509048,3,0.936555857276742,0.037041397210452215,2.473130213537475,28.215675332232887,0.010611555016280269,164340732788736.0,0.03394227733702819,54.29015188823155,52.362929009491125,41.90435571849937,0.39214721334973035,0.25877321849243917,0.2820252233881452,0.011079625250275107,0.009105757079116653,0.005192392780157977,49.325851797715195,940.9508498343203,7135.545061530487,0.6878808793668598,0.45656400652062706,0.4406121541999558,0.04100019995829903,0.04100019995829903,0.04100019995829903,0.47551608028144765,0.49960562710525985,0.5680415666875172,0.6204320269596453,0.6653323280751308,1.1229321601625168,1.623898843429495,1.3138404405149855,0.6196222612950645,0.4513439168789443,0.45712176467164184,0.46771597421192407,0.7404504320546782,1.662703534757634,0.43296665585644517,0.0,0.0,0.0,0.0
64,446.54298807295186,31.191248513289235,375.703857421875,557.616455078125,0.0033376584290702306,0.0028232587175061885,20068143104.0,0.0009231028780744254,0.0,0.7531743345990531,0.0,0.0,0.24590216926301145,3,0.7117119424784649,0.18659192138098138,2.2691231924487707,634.1480050500166,0.0025586365015457537,30075353300992.0,0.03599141371088826,66.3196847320884,54.04904548508691,49.51885067962703,0.31600477971822155,0.24986039255002396,0.3431284764091984,0.02154316505703087,0.01668956899414465,0.010949577562449842,37.70486658507931,608.4016775753696,836.9430246484709,0.49475706670868497,0.341577027390002,0.427722809612177,0.04100000303605383,0.04100000303605383,0.04100000303605383,0.35073259213479385,0.3633638517123956,0.41493436408806533,0.4532319124669453,0.47253968402996904,0.6874957138063604,0.911928925928859,0.7846970436693737,0.44959477100704326,0.3458987096924309,0.34895045405077957,0.3503378796240886,0.4944754535813393,0.9204162016486742,0.33473156793861847,0.0,0.0,0.0,0.0
65,196.74035657611375,67.22145686756726,15.491744995117188,337.95709228515625,0.0038095675148617104,0.0042445249599371735,14051816448.0,0.6090074470330213,0.0,0.3391901570208137,0.0,0.00034233166570559387,0.051419935905321124,1,0.9182970289987722,0.09612282439079368,2.353055230096202,131.94114828896687,0.0028663586268663347,20918566912000.0,0.031604487194278295,101.08781482574037,123.23890786176759,133.96201045406264,0.39225872056078365,0.32775187225196084,0.3802927627244924,0.009455637682262548,0.027146168646090454,0.017929584430314217,47.40988996766773,1181.5876603350757,15131.711889484957,0.6660808166901221,0.40843600646878647,0.40689751264200025,0.0409998821644317,0.0409998821644317,0.0409998821644317,0.9050681828516528,0.9120630391869944,0.9435332248206451,1.0218478949043732,1.2978833612971152,2.1540289416398397,2.6811435107508013,2.273918069811125,1.3876517652161644,0.970734148383328,0.8777529944954685,0.9053784030212544,1.3609170099468668,2.725790146876898,0.8657831743925603,0.0,0.0,0.0,0.0
67,1443.863431907042,310.4510477414147,371.371826171875,2085.1318359375,0.05157536842140178,0.03829639760416201,11114095616.0,0.052144597545663175,0.0,0.9417240577415575,0.0,6.391815756365063e-07,0.006131127331069016,3,0.7144503337324635,0.1800260817822526,2.157318909179996,13.917151079263899,0.03709050292090036,16299577049088.0,0.04809027628327557,45.32996928946367,58.84858448861779,29.674239819326374,0.35790279892282784,0.29724822280230606,0.3248939246355404,0.01174770783511173,0.01305634573087428,0.007980461202103929,49.693426073035276,429.9393594975457,1024.2770957923285,0.6138967296024436,0.4908511495352143,0.4651464619494133,0.041000039019297184,0.041000039019297184,0.041000039019297184,0.1974281307849448,0.20560483872453794,0.2342132161814638,0.2573740482884763,0.3077367434817043,0.5279647202901451,0.6623673113557488,0.5061739400110783,0.2716109321843694,0.20267949705922567,0.1957838612869974,0.19640360934487752,0.31377840024382686,0.6747080048249411,0.18585943894765278,0.0,0.0,0.0,0.0
70,143.32866985842816,53.92714195768231,29.309846878051758,407.5328674316406,0.0038402949818181105,0.00327059360180428,56419975168.0,0.8420658842937936,0.0,0.15360072122087745,0.0,7.864336698458142e-05,0.0042547137734500785,1,0.9687393030894003,0.026295153161678776,2.390226493696546,24.734526552694597,0.002728161051364025,94748723380224.0,0.031654074753237456,38.63469774882008,65.01786347317248,64.78763964017072,0.40583789329511566,0.29157140252936947,0.315975386551638,0.007046810488440857,0.018581159872345994,0.011061390529591044,49.783355394756704,1228.3647947162353,32849.777140977465,0.7559249858850692,0.41924553489398936,0.39754796227006567,0.04099998105183514,0.04099998105183514,0.04099998105183514,0.8906806318755612,0.9184344663198547,0.9957423255757901,1.1068417322223563,1.5809368684171916,3.0581876363442064,3.685271126822681,2.807654564935978,1.4544030562155752,0.9028380938843091,0.8781764402293207,0.8975482163642304,1.5980594756033666,3.781204306155591,0.8319511215752735,0.0,0.0,0.0,0.0
72,338.608213806984,46.90188660939717,205.18385314941406,416.2808837890625,0.003404692943751285,0.0032709775583492176,14529102848.0,5.961149012683375e-09,0.0,0.8790206034109279,0.0,0.0,0.1209796608862639,3,0.7879033360155387,0.11017433459106228,2.1976456237825457,191.14080922696178,0.0025881608093436996,23387690762240.0,0.03452018801012982,73.52570494580392,51.81090557873579,44.151599459649674,0.35947906812052205,0.2667695511028487,0.31263454048550193,0.015104289381321152,0.014584126078077055,0.007942573312340854,43.95104144722658,715.3412053488395,1678.844288005566,0.5582600167049921,0.3941828751911838,0.42218269589196883,0.04100005335279312,0.04100005335279312,0.04100005335279312,0.34646288953794013,0.35920744108657016,0.4019316459801842,0.43699588394125327,0.44835234663838286,0.6292527092047946,0.9048520947102996,0.7705985654794179,0.440072972807061,0.3434433469807006,0.343827635097624,0.345486963347195,0.4808736932177746,0.9206395174483015,0.33085839569631137,0.0,0.0,0.0,0.0
